name,category,price,full_price,rating_value,rating_reviewCount,latitude,longitude,room_info,bed_info
Estadia de luxo em Belém Rio Mendoza Tower - COP 30.,Apartamento ⋅ Belém,7790.59,85696.49,0.0,0,-1.432,-48.4611,3 quartos,3 camas
Apartamento Smart Boulevard - Bairro Nobre,Apartamento ⋅ Umarizal,2858.12,31439.32,4.46,37,-1.44657,-48.48441,2 quartos,3 camas
Apartamento para COP30 perto do local da convenção,Apartamento ⋅ Belém,3286.59,36152.490000000005,0.0,0,-1.4242,-48.4649,2 quartos,3 camas
Apartamento premium no Vogue Residence - COP 30,Apartamento ⋅ Belém,2361.19,25973.09,0.0,0,-1.442433870952099,-48.47951714436311,1 quarto,1 cama queen
Confortável casa moderna!,Casa ⋅ Val-de-Cães,7988.24,87870.64,0.0,0,-1.3958610838001844,-48.47194859594025,3 quartos,3 camas
Apartamento COP30 Umarizal - Belém,Apartamento ⋅ Belém,4451.77,48969.47,0.0,0,-1.43805,-48.48424,2 quartos,4 camas
apartamento no centro de Belém (pronto para COP30),Apartamento ⋅ Belém,3944.71,43391.81,0.0,0,-1.4569,-48.4778,3 quartos,4 camas
Apartamento 03 Quartos Mobiliado COP30,Apartamento ⋅ Batista Campos,2835.3,31188.300000000003,0.0,0,-1.4631,-48.4858,3 quartos,3 camas
Quarto c/ piscina e área externa privativa,Lugar para ficar em Belém,796.11,8757.210000000001,0.0,0,-1.4688173520805727,-48.45801763289965,1 quarto,2 camas
Conforto Cop30 próx Aeroporto e Grão Para.,Apartamento ⋅ Belém,3231.21,35543.31,0.0,0,-1.3915,-48.4691,2 quartos,2 camas
Apartamento na Av Nazare próximo à Basílica,Apartamento ⋅ Belém,9016.47,99181.17,0.0,0,-1.45103,-48.48275,3 quartos,6 camas
AP completo p. 3 pessoas! COP 30,Apartamento ⋅ Marco,6162.36,67785.95999999999,0.0,0,-1.4345,-48.4513,1 quarto,1 cama
Apartamento Residencial em Belém para a Cop30,Apartamento ⋅ Bengui,1502.47,16527.170000000002,0.0,0,-1.3744,-48.4619,2 quartos,5 camas
"Apt de luxo, alto padrão Cop30.",Apartamento ⋅ Nazaré,10239.06,112629.65999999999,0.0,0,-1.4492,-48.4857,3 quartos,3 camas
"Apartamento Espaçoso, acolhedor e confortável.",Apartamento ⋅ Nazaré,5724.35,62967.850000000006,0.0,0,-1.447,-48.4785,3 quartos,5 camas
Apto três suítes - Cop 30,Apartamento ⋅ Belém,6909.31,76002.41,0.0,0,-1.4663161392773552,-48.49308345182437,3 quartos,3 camas
Quarto Familiar COP30 c/Banheiro Privativo 2,Casa de hóspedes ⋅ Belém,1858.98,20448.78,0.0,0,-1.4011,-48.4557,1 quarto,2 camas
Aluguel - Cop 30!,Apartamento ⋅ Marco,8216.47,90381.17,0.0,0,-1.4332,-48.4599,3 quartos,2 camas
Apartamento em área nobre de Belém,Apartamento ⋅ Umarizal,2622.84,28851.24,0.0,0,-1.44514,-48.48368,2 quartos,4 camas
Suíte em casa aconchegante - SUÍTE 01,Lugar para ficar em Val-de-Cães,2409.54,26504.94,0.0,0,-1.3963,-48.4672,1 quarto,1 cama queen
Apartamento luxuoso no centro da cidade,Apartamento ⋅ Belém,5913.99,65053.89,0.0,0,-1.43808,-48.48763,4 quartos,6 camas
Apto incrível para a COP 30!,Apartamento ⋅ Belém,2510.59,27616.49,0.0,0,-1.4056,-48.4479,2 quartos,2 camas
Apartamento para COP 30,Apartamento ⋅ Belém,5204.6,57250.600000000006,0.0,0,-1.4498630449139918,-48.481466605751216,2 quartos,3 camas
Belém COP 30,Apartamento ⋅ Batista Campos,5659.4,62253.399999999994,0.0,0,-1.4571,-48.4848,3 quartos,3 camas
Lindo apt para cop 30,Apartamento ⋅ Umarizal,10016.47,110181.17,0.0,0,-1.4401,-48.4915,2 quartos,2 camas
"Apartamento confortável, bem localizado COP30",Apartamento ⋅ Marco,3553.83,39092.13,0.0,0,-1.432297265855717,-48.45359213294544,3 quartos,4 camas
Apartamento p/ a Cop30 Umarizal,Apartamento ⋅ Nazaré,4621.77,50839.47,0.0,0,-1.4463,-48.4799,2 quartos,3 camas
Soft Room 02 Umarizal: Belém COP 30,Lugar para ficar em Belém,1434.44,15778.84,0.0,0,-1.44909,-48.48439,1 quarto,1 cama
"Acomodação para COP 30. Espaço, Conforto e Lazer.",Casa ⋅ Telégrafo,3594.71,39541.81,0.0,0,-1.4226,-48.4874,2 quartos,3 camas
Versátil Apartamento | COP30 | Localização Central,Apartamento ⋅ Belém,4144.59,45590.490000000005,0.0,0,-1.439117019034596,-48.4845187290937,1 quarto,1 cama de casal
Aluguel para COP 30,Apartamento ⋅ Val-de-Cães,1483.53,16318.83,0.0,0,-1.3951,-48.475,2 quartos,3 camas
COP30 Brasil-Residência confortável e aconchegante,Casa ⋅ Belém,488.08,5368.88,0.0,0,-1.3996,-48.4719,2 quartos,6 camas
COP 30 Caixa Preta Hospedaria Ilha do Combu,Cabana ⋅ Belém,998.82,10987.02,4.67,3,-1.4948,-48.4893,1 quarto,2 camas
Apto Incrível a 2Km da COP30 da Amazônia,Apartamento ⋅ Belém,461.7,5078.7,0.0,0,-1.4135,-48.4752,1 quarto,1 cama de casal
Acomodação familiar 2,Suíte de hóspedes ⋅ Belém,305.68,3362.48,0.0,0,-1.4289297339740898,-48.48777412553315,1 quarto,1 cama
Varanda Círio de Nazaré,Apartamento ⋅ Belém,1968.35,21651.85,5.0,5,-1.4506,-48.4967,1 quarto,3 camas
Apartamento em Belém - Village 16.104,Loft ⋅ Belém,570.59,6276.490000000001,0.0,0,-1.4646004597101228,-48.447831157352425,1 quarto,1 cama
Acomodação feminina 1,Quarto de hotel compartilhado ⋅ Belém,320.0,3520.0,0.0,0,-1.45400714112147,-48.487584377758395,1 quarto,20 camas
"COP30 - Comodidade, Segurança e Conforto.",Casa ⋅ Belém,728.41,8012.509999999999,0.0,0,-1.3963,-48.4728,4 quartos,9 camas
Apartamento em Belém 02,Apartamento ⋅ Cremação,2282.35,25105.85,5.0,3,-1.4592,-48.4774,2 quartos,2 camas
Casa completa no centro de Belém - COP30,Casa ⋅ Belém,1292.29,14215.189999999999,0.0,0,-1.41425,-48.479,3 quartos,3 camas
402 Flat Agradavel e Acolhedor,Apartamento ⋅ Marco,1768.55,19454.05,4.33,6,-1.4423,-48.46855,1 quarto,1 cama de casal
Flat luxuoso para COP30 a 4 minutos do Hangar,Apartamento ⋅ Belém,1053.0,11583.0,0.0,0,-1.4334086126481662,-48.45015563963445,1 quarto,1 cama
Casa das Marias,Casa de hóspedes ⋅ Belém,834.71,9181.810000000001,0.0,0,-1.4688,-48.4783,1 quarto,1 cama
Angelim,Apartamento ⋅ Marambaia,705.23,7757.530000000001,5.0,6,-1.40924,-48.44706,1 quarto,1 cama de casal
Apartamento duplex em Belém,Apartamento ⋅ Belém,2254.12,24795.32,0.0,0,-1.4593263528515066,-48.47762054410259,1 quarto,2 camas
Apartamento em Belém - Village 16.105,Loft ⋅ Belém,570.59,6276.490000000001,0.0,0,-1.4643428962833778,-48.44851337982944,1 quarto,1 cama de casal
"COP 30 a 7,5km - Quarto (n.1) próximo à UFPA",Quarto em São Brás,1014.35,11157.85,5.0,14,-1.4565,-48.4658,1 cama de casal,
lindo apto em bairro nobre,Apartamento ⋅ Nazaré,2211.77,24329.47,0.0,0,-1.4554,-48.4813,2 quartos,2 camas
201 Flat  Novinho,Apartamento ⋅ Marco,2245.88,24704.68,4.95,96,-1.44251,-48.46884,1 quarto,2 camas
Flat completo à 17 minutos da COP30,Apartamento ⋅ Batista Campos,5723.52,62958.72,5.0,4,-1.4556,-48.4874,2 quartos,2 camas de casal
Apartamento completo no centro de Belém do Pará,Apartamento ⋅ Belém,1317.7,14494.7,0.0,0,-1.4171,-48.4774,2 quartos,5 camas de solteiro
Apartamento Luxuoso com 4 Suítes. COP-30,Apartamento ⋅ Batista Campos,2137.4,23511.4,0.0,0,-1.4619,-48.4924,4 quartos,5 camas
Studio próx. a Basílica em vila fechada,Apartamento ⋅ Nazaré,1599.28,17592.079999999998,5.0,18,-1.4535,-48.4823,1 quarto,1 cama
Apartamento COP 30 - No coração da Pedreira,Quarto compartilhado ⋅ Belém,814.39,8958.289999999999,0.0,0,-1.4283,-48.4801,2 quartos,3 camas
Apartamento Ilha de Andros COP30,Apartamento ⋅ Belém,2156.82,23725.02,0.0,0,-1.3911,-48.4707,2 quartos,2 camas
"Casa aconchegante Unidade 02, estilo cozinha americana.",Casa ⋅ Belém,1553.09,17083.989999999998,0.0,0,-1.4277,-48.4512,1 quarto,1 cama queen
Estúdio com 1 Quarto – Conforto para a COP 30,Apartamento ⋅ Fátima,2781.73,30599.03,0.0,0,-1.4442,-48.4732,1 quarto,1 cama de casal
Apto luxo completo em Belém. COP 30,Apartamento ⋅ Marco,6850.87,75359.56999999999,4.8,5,-1.4289,-48.4627,3 quartos,4 camas
2B | Loft confortável perto do aeroporto,Loft ⋅ Val-de-Cães,608.61,6694.71,0.0,0,-1.3969969271203464,-48.47407696860444,1 quarto,1 cama de casal
Refúgio Lili- Conforto e Privacidade- 4 km Hangar,Apartamento ⋅ Belém,2056.97,22626.67,5.0,8,-1.447177189041995,-48.47093659233307,1 quarto,1 cama de casal
COP 30 - Charmoso Apartamento Próximo ao Evento.,Apartamento ⋅ Belém,1746.0,19206.0,0.0,0,-1.4209,-48.46338,1 quarto,1 cama
AP COP 30 Belém,Apartamento ⋅ Belém,798.82,8787.02,0.0,0,-1.460127360707,-48.500194384629104,1 quarto,1 cama
"Apartamento para 4 pessoas, próximo à COP-30",Apartamento ⋅ Belém,1224.85,13473.349999999999,0.0,0,-1.42653,-48.46927,1 quarto,1 cama
❤ MODERNO EM LOCAL ESTRATÉGICO ❤,Apartamento ⋅ Marco,6215.99,68375.89,4.96,132,-1.4377,-48.4581,2 quartos,5 camas
COP 30 - FLAT DE LUXO Mobiliado_UniqueStudio,Apartamento ⋅ Nossa Senhora de Fátima,2054.12,22595.32,5.0,25,-1.44784,-48.47252,1 quarto,2 camas queen
"Apto moderno em Belém: Círio, Cop 30 ou lazer!",Apartamento ⋅ Belém,2645.39,29099.289999999997,0.0,0,-1.4571,-48.4773,1 quarto,1 cama
Casa ampla e confortável para a COP30.,Casa ⋅ Belém,509.72,5606.92,0.0,0,-1.4119209658053875,-48.46810392018239,4 quartos,15 camas
Apartamento Marajoara-Marambaia,Apartamento ⋅ Belém,793.88,8732.68,4.86,7,-1.39817,-48.44819,1 quarto,1 cama
Refúgio Moderno na Campina,Apartamento ⋅ Belém,4341.46,47756.06,5.0,5,-1.45465,-48.49638,2 quartos,3 camas
Alta Vista Suíte Premium Ar condicionado,Quarto em Belém,1114.03,12254.33,4.9,20,-1.4644,-48.4903,3 camas,
Casa.cop 30,Casa ⋅ Belém,255.57,2811.27,0.0,0,-1.4105,-48.4759,1 quarto,3 camas
Suíte Espaçosa Ar condicionado,Quarto em Belém,1249.71,13746.810000000001,4.96,23,-1.4495,-48.4809,1 cama,
Ap nas alturas Cop30,Apartamento ⋅ Belém,2927.12,32198.32,4.7,20,-1.4578,-48.4826,2 quartos,2 camas
Quarto com excelente localização,Quarto em Belém,1678.78,18466.579999999998,4.93,80,-1.3969,-48.4746,1 cama,
Promoção COP30 - Apto padrão hotelaria c/ garagem,Apartamento ⋅ Belém,4523.8,49761.8,5.0,13,-1.4372,-48.474,2 quartos,6 camas
Venha ter uma experiência amazônica.,Pousada ⋅ Belém,335.7,3692.7,0.0,0,-1.5002615918328497,-48.45450061780701,3 quartos,10 camas
Casa mobiliada perto da Rodoviária Marco,Casa ⋅ Belém,2003.29,22036.19,0.0,0,-1.44615,-48.4568,2 quartos,2 camas
Suíte Marajó,Quarto em Belém,1735.45,19089.95,5.0,5,-1.39541,-48.45021,1 cama,
Apartamento em Belém - Village 16.103,Loft ⋅ Belém,1081.01,11891.11,0.0,0,-1.4656539123409025,-48.448027356049465,1 quarto,1 cama
Apto. Térreo Marco/COP30/ Cama king size.,Apartamento ⋅ Belém,2551.77,28069.47,4.89,9,-1.4342,-48.4663,1 quarto,2 camas
"""COP 30 - Triplex perto da UFPA""",Casa ⋅ Belém,2080.47,22885.17,0.0,0,-1.46541,-48.46779,2 quartos,2 camas king
Royal Master Duplex Umarizal*,Apartamento ⋅ Belém,3415.84,37574.240000000005,4.87,45,-1.44672,-48.48572,1 quarto,1 cama queen
Casa em condomínio COP30,Casa ⋅ Belém,5705.89,62764.79,0.0,0,-1.4718,-48.4566,3 quartos,4 camas
Apartamento Ed. Vogue Residência Cop 30 Belém,Apartamento ⋅ Belém,2684.77,29532.47,0.0,0,-1.4421,-48.481,2 quartos,4 camas
104 Apto 2 qtos Conforto e privacidade,Apartamento ⋅ Belém,2717.41,29891.51,4.84,45,-1.44279,-48.46896,2 quartos,3 camas
AP 07 Marambaia,Apartamento ⋅ Belém,1068.56,11754.16,0.0,0,-1.40816,-48.45489,1 quarto,4 camas
Bayview Luxury Umarizal,Apartamento ⋅ Belém,3415.84,37574.240000000005,4.8,40,-1.4412795608177893,-48.49219026836522,1 quarto,1 cama queen
"COP30: Maré Cheia, Ilha do Combú - 6 pessoas",Casa ⋅ Belém,2567.65,28244.15,0.0,0,-1.498526847642828,-48.45309018394548,2 quartos,5 camas
Suíte em Cobertura Duplex a 8min do Hangar3,Lugar para ficar em Belém,833.59,9169.49,0.0,0,-1.4404,-48.4655,1 quarto,1 cama
Quarto  com ar condicionado Vista Rio,Quarto em Belém,1012.35,11135.85,5.0,7,-1.4654,-48.4893,1 cama,
Apartamento Cop 30,Apartamento ⋅ Belém,3338.82,36727.020000000004,0.0,0,-1.4242,-48.4649,2 quartos,2 camas
Studio moderno em Belém,Loft ⋅ Belém,2618.85,28807.35,4.75,16,-1.4469,-48.4702,1 quarto,1 cama de casal
Apto 2 quartos,Apartamento ⋅ Belém,1540.59,16946.489999999998,4.67,3,-1.4577,-48.4968,2 quartos,2 camas de casal
Loft/kit estilo industrial encantador c/garagem pv,Loft ⋅ Pedreira,1205.2,13257.2,4.87,68,-1.4281,-48.476,1 quarto,3 camas
Horizonte ao pôr do sol,Apartamento ⋅ Belém,3412.73,37540.03,4.91,23,-1.4460231998823845,-48.47100640119711,1 quarto,1 cama de casal
Casa em Belém 06,Casa ⋅ Belém,6847.06,75317.66,0.0,0,-1.4289,-48.4886,2 quartos,2 camas
Rosas Estúdio- Batista Campos •Wi-Fi rápido •COP30,Apartamento ⋅ Belém,2396.47,26361.17,0.0,0,-1.46391,-48.48784,1 quarto,1 cama
"FLAT ENCANTADOR, NO LOCAL MAIS NOBRE DE BELÉM.",Condomínio ⋅ Umarizal,2898.59,31884.49,4.85,53,-1.43989,-48.49106,1 quarto,1 cama queen
"apê mandarim belém, 11º andar-wifi-garagem-piscina",Apartamento ⋅ Belém,5278.64,58065.04,4.96,28,-1.43956,-48.49032,1 quarto,1 cama de casal
COP30 Apto 700 m Hangar,Apartamento ⋅ Belém,1518.18,16699.98,5.0,3,-1.426,-48.4561,1 quarto,2 camas de solteiro
Casa com 3 quartos no centro,Casa ⋅ Belém,2808.19,30890.09,0.0,0,-1.44809,-48.47036,3 quartos,4 camas
Apartamento Maravilhoso COP30,Apartamento ⋅ Belém,5648.83,62137.13,0.0,0,-1.4405218903284462,-48.46875010364614,2 quartos,2 camas queen
Conforto COP30: Casa em Condomínio de Alto Padrão,Casa ⋅ Belém,5686.53,62551.829999999994,0.0,0,-1.4718,-48.4566,3 quartos,5 camas
Apto/Flat na Pedreira com sacada/COP30/próx hangar,Apartamento ⋅ Belém,3174.55,34920.05,4.7,10,-1.4254,-48.4731,1 quarto,5 camas
Círio COP30 - FLAT 03 - Bem Localizado - Nazaré,Apartamento ⋅ Belém,1824.96,20074.56,0.0,0,-1.4483,-48.4808,1 quarto,1 cama de casal
Aconchegante Apartamento térreo Cidade Velha-Belém,Microcasa ⋅ Velha,1711.77,18829.47,4.98,62,-1.46146,-48.50008,1 quarto,1 cama de casal
#2 Sofisticado Estúdio na Boaventura Da Silva,Loft ⋅ Belém,5030.0,55330.0,4.91,126,-1.4467,-48.4701,1 quarto,2 camas
101 Flat novinho. Bom gosto e qualidade,Condomínio ⋅ Belém,1093.45,12027.95,4.71,111,-1.44373,-48.46885,1 quarto,1 cama de casal
Apartamento Belém - COP30,Apartamento ⋅ Belém,5290.91,58200.009999999995,0.0,0,-1.46443,-48.48938,3 quartos,3 camas
Apartamento bem localizado COP30,Apartamento ⋅ Belém,2852.94,31382.34,0.0,0,-1.4251477128055172,-48.46586110463232,3 quartos,3 camas
CasaBené-Ilha do Combu-Amazonia,Casa ⋅ Belém,3410.23,37512.53,4.67,6,-1.5028,-48.4892,2 quartos,3 camas
Apartamento em Belém do Pará - Umarizal,Apartamento ⋅ Belém,4020.06,44220.659999999996,5.0,10,-1.4338922792156443,-48.487573994885174,2 quartos,3 camas
Conforto e aconchego  em Belém!,Casa ⋅ Belém,6624.69,72871.59,0.0,0,-1.462,-48.4725,3 quartos,5 camas
Charme e Conforto no Reduto,Apartamento ⋅ Belém,5135.35,56488.850000000006,0.0,0,-1.45074,-48.49011,4 quartos,6 camas
Casa Paraíso dos Pássaros,Casa ⋅ Belém,1501.17,16512.870000000003,0.0,0,-1.39969,-48.47351,3 quartos,3 camas
Apto na rua da basilica em vila,Apartamento ⋅ Belém,1712.55,18838.05,4.92,12,-1.4532,-48.4823,1 quarto,2 camas
COP 30 -  Fique no Centro e Conheça Belém!,Apartamento ⋅ Belém,2054.12,22595.32,4.96,46,-1.4542,-48.4944,1 quarto,3 camas
Loft de 2 Andares na Doca,Apartamento ⋅ Belém,3778.81,41566.909999999996,0.0,0,-1.4477,-48.4848,1 quarto,3 camas
Círio COP30 - FLAT 02 - Bem Localizado - Nazaré,Apartamento ⋅ Belém,1824.96,20074.56,5.0,6,-1.4471,-48.4806,1 quarto,1 cama de casal
Apartamento Studio Belém,Apartamento ⋅ Umarizal,2402.91,26432.01,5.0,19,-1.4401,-48.4916,1 quarto,1 cama
Apartamento em Belém,Apartamento ⋅ Jurunas,1127.06,12397.66,0.0,0,-1.475790496178425,-48.485067691360264,2 quartos,2 camas
casa no portal da Amazônia,Casa ⋅ Jurunas,860.86,9469.460000000001,0.0,0,-1.47331,-48.49851,4 quartos,4 camas
Apartamento de alto padrão em bairro nobre/COP30,Apartamento ⋅ Nazaré,4451.77,48969.47,0.0,0,-1.4555,-48.4832,3 quartos,3 camas
Excelente casa grande e segura para COP e Círio,Casa na terra ⋅ Belém,5211.1,57322.100000000006,0.0,0,-1.4336,-48.4467,4 quartos,4 camas
Apto 2Q + 1 Vaga | Frente ao Shop Pátio Belém,Apartamento ⋅ Batista Campos,2357.6,25933.6,0.0,0,-1.4593,-48.4952,2 quartos,3 camas
Apartamento,Apartamento ⋅ Belém,723.41,7957.509999999999,0.0,0,-1.3849535087902238,-48.45796088363856,1 quarto,2 camas
COP 30 apartamento grande estilo,Apartamento ⋅ Belém,4410.0,48510.0,0.0,0,-1.4617,-48.4873,4 quartos,4 camas
Cop30 Grão Para - Melhor acomodação,Apartamento ⋅ Belém,3363.11,36994.21,0.0,0,-1.3908,-48.4691,2 quartos,2 camas
"Casa confortável para alugar, cop 30",Casa ⋅ Guamá,592.83,6521.13,0.0,0,-1.46358,-48.47001,1 quarto,2 camas
Casa em condomínio para COP-30,Casa ⋅ Guamá,3541.7,38958.7,0.0,0,-1.4730489970843137,-48.45532672929318,4 quartos,6 camas
Fique a 7 minutos da Cop30,Apartamento ⋅ Belém,3423.53,37658.83,0.0,0,-1.4226,-48.4665,3 quartos,5 camas
"alugo apto para círio,Cop30,passeio ou a trabalho.",Apartamento ⋅ Belém,680.47,7485.17,0.0,0,-1.3744,-48.4619,2 quartos,2 camas
Cop30 02 qtos na Duque prox Hangar,Casa ⋅ Marco,616.24,6778.64,0.0,0,-1.43153,-48.46144,2 quartos,2 camas
Sua casa e escritório longe de casa: COP 30/Brasil,Apartamento ⋅ Belém,2855.02,31405.22,5.0,3,-1.4409,-48.4662,2 quartos,2 camas de solteiro
Casa mobiliada próximo ao Hangar,Casa ⋅ Belém,2362.24,25984.64,0.0,0,-1.42512,-48.4474,3 quartos,3 camas de casal
"Cop30 — Quarto ""Mangal""",Lugar para ficar em Belém,1351.09,14861.99,0.0,0,-1.432,-48.4592,1 quarto,1 cama de casal
Apartamento de 2 quartos no melhor bairro de Belém,Apartamento ⋅ Belém,1521.53,16736.829999999998,0.0,0,-1.4383,-48.4918,2 quartos,2 camas
Casa Próxima ao Hangar - capacidade p/ 10 hóspedes,Casa ⋅ Marco,3895.3,42848.3,0.0,0,-1.4268,-48.4578,3 quartos,10 camas
Cop30 A jóia da Batista Campos,Apartamento ⋅ Belém,6027.52,66302.72,0.0,0,-1.4615774819531122,-48.488551139963896,3 quartos,6 camas
Apto aconchegante COP30 - 2km do evento,Apartamento ⋅ Belém,2640.27,29042.97,0.0,0,-1.4394,-48.4626,2 quartos,3 camas
Círio Belém e COP 30,Casa ⋅ Telégrafo,2821.18,31032.98,0.0,0,-1.42768,-48.48367,3 quartos,3 camas
Casa cop 30,Casa ⋅ Cremação,1125.42,12379.62,0.0,0,-1.4647,-48.4765,2 quartos,4 camas
Apartamento em Belém  COP30,Apartamento ⋅ Batista Campos,2041.41,22455.510000000002,0.0,0,-1.45446,-48.4931,2 quartos,2 camas de casal
Apartamento Ipê do Bosque,Apartamento ⋅ Marco,1472.12,16193.32,0.0,0,-1.4334,-48.4559,2 quartos,2 camas
Apartamento COP30,Apartamento ⋅ Umarizal,5032.59,55358.490000000005,0.0,0,-1.4441219873783089,-48.47830340263084,3 quartos,5 camas
Prático Apto! Ótima localização.,Apartamento ⋅ Telégrafo,529.61,5825.71,4.67,6,-1.4264,-48.48958,1 quarto,1 cama
Casa Familiar COP 30 (02 Minutos da convenção),Casa ⋅ Marco,612.42,6736.62,0.0,0,-1.430230316744309,-48.461307831772494,2 quartos,2 camas
Apart prox aos locais COP30.,Apartamento ⋅ Belém,7513.64,82650.04000000001,5.0,5,-1.4174970604309425,-48.46257657042572,3 quartos,3 camas
"Apt incrível, localização também",Apartamento ⋅ Belém,1942.52,21367.72,0.0,0,-1.4287,-48.4515,3 quartos,3 camas
Quarto aconchegante com ótima localização!,Lugar para ficar em Belém,460.74,5068.14,0.0,0,-1.4180540272210949,-48.47722585927694,1 quarto,1 cama
Casa térrea próximo a área do evento da Cop-30.,Casa ⋅ Belém,3467.85,38146.35,0.0,0,-1.4149,-48.4659,3 quartos,4 camas
Casa Círio e Cop 30,Casa ⋅ Belém,862.92,9492.119999999999,0.0,0,-1.3807,-48.4484,1 quarto,1 cama
Casa em Belém - Localização Privilegiada COP30,Casa ⋅ Belém,1837.27,20209.97,5.0,3,-1.4206,-48.4675,2 quartos,5 camas
Casa altos completa cop 30,Casa ⋅ Belém,2274.61,25020.710000000003,0.0,0,-1.40246,-48.48477,3 quartos,3 camas
Ekoara te espera ! Faça sua reserva agora!,Apartamento ⋅ Belém,4829.25,53121.75,0.0,0,-1.4328,-48.4546,3 quartos,4 camas
Imóvel Acolhedor localizado em Condomínio Fechado,Casa ⋅ Belém,2069.68,22766.48,0.0,0,-1.4199,-48.4481,2 quartos,3 camas
Casa em Belém perto das Sedes COP30,Casa ⋅ Belém,1446.82,15915.019999999999,0.0,0,-1.4387,-48.4746,2 quartos,2 camas
Casa aconchegante a 5 min do Aeroporto para COP30,Lugar para ficar em Belém,1344.27,14786.97,0.0,0,-1.4011,-48.4915,1 quarto,2 camas de solteiro
Casa para COP30 — de 10 a 21 de novembro,Casa ⋅ Belém,2697.33,29670.629999999997,0.0,0,-1.41464,-48.46304,3 quartos,3 camas
Casa - Belém - COP 30 - BRL,Quarto compartilhado ⋅ Belém,8085.76,88943.36,0.0,0,-1.4556,-48.4521,1 quarto,7 camas
Casa agradável e aconchegante na Terra-Firme,Casa ⋅ Belém,1690.59,18596.489999999998,0.0,0,-1.45558,-48.45219,1 quarto,3 camas
Amplo apartamento para a sua estádia.,Apartamento ⋅ Belém,6276.47,69041.17,0.0,0,-1.4538,-48.4725,3 quartos,7 camas
Hospedagem COP 30 em Batista Campos!,Apartamento ⋅ Belém,8216.47,90381.17,0.0,0,-1.4647,-48.4889,4 quartos,4 camas
"COP30 em 4,4km - Casa em frente  a UFRA",Casa ⋅ Belém,1391.18,15302.980000000001,0.0,0,-1.454,-48.4466,2 quartos,3 camas
Casa 2 pavimentos para COP30,Casa ⋅ Belém,2852.94,31382.34,0.0,0,-1.3983,-48.482,5 quartos,5 camas
COP30 casa espaçosa! Em frente ao Rio,Casa ⋅ Belém,1334.77,14682.47,0.0,0,-1.4276,-48.4921,2 quartos,3 camas
COP 30 ao lado da Basílica de Nazaré,Condomínio ⋅ Nazaré,6864.7,75511.7,4.95,122,-1.45323,-48.4792,3 quartos,4 camas
Apartamento elegante no bairro do Marco,Apartamento ⋅ Belém,2182.06,24002.66,0.0,0,-1.4442,-48.4662,2 quartos,2 camas
Casa no coração de Belém (perfeita p a COP30),Casa ⋅ Belém,2827.89,31106.789999999997,0.0,0,-1.4642261159880052,-48.50212207497045,2 quartos,2 camas
Apartamento em Belém (COP30),Apartamento ⋅ Belém,3055.24,33607.64,0.0,0,-1.4033587967643095,-48.450107405069176,2 quartos,2 camas
Apartamento de luxo no edifício mais alto,Apartamento ⋅ Belém,9210.33,101313.63,0.0,0,-1.4441443524835411,-48.49078095622568,3 quartos,6 camas
Condomínio Ekoara: conforto e segurança em Belém,Apartamento ⋅ Belém,5612.52,61737.72,0.0,0,-1.4328,-48.4546,3 quartos,3 camas
Apt 3/4/1° andar (s/garagem e elevador),Apartamento ⋅ Pedreira,1890.85,20799.35,0.0,0,-1.4327,-48.4814,3 quartos,4 camas
Estúdio 601. COP-30 Belém.,Apartamento ⋅ Belém,1452.41,15976.51,0.0,0,-1.4466,-48.4838,1 quarto,3 camas
Apartamento em Belém - 9 min do Hangar / COP 30,Apartamento ⋅ Pedreira,3023.08,33253.88,0.0,0,-1.4323,-48.4734,2 quartos,2 camas de casal
"Apartamento a 2 km do aeroporto, 5km onde é cop 30",Apartamento ⋅ Belém,6708.77,73796.47,0.0,0,-1.3913,-48.4695,3 quartos,5 camas
COP 30-Charmoso Apt°. Próximo ao local do evento.,Apartamento ⋅ Belém,3081.18,33892.979999999996,0.0,0,-1.45579,-48.47017,2 quartos,3 camas
Apto seguro - bairro Nazaré - com garagem,Apartamento ⋅ Nazaré,2203.62,24239.82,0.0,0,-1.4551,-48.4796,2 quartos,4 camas
Apto/Flat na Pedreira Cop30 105,Apartamento ⋅ Pedreira,3043.06,33473.659999999996,5.0,6,-1.4246344701325249,-48.474139880707085,1 quarto,5 camas
Acomodação mista 3,Quarto de hotel compartilhado ⋅ Belém,320.0,3520.0,0.0,0,-1.4526123982758217,-48.48757531866915,1 quarto,20 camas
Casa aconchegante Cop30,Casa ⋅ Belém,1132.08,12452.88,0.0,0,-1.4313036385622606,-48.44691229243505,1 quarto,1 cama
Edifício St. Etienne COP30,Apartamento ⋅ Belém,5114.76,56262.36,0.0,0,-1.4309,-48.4597,2 quartos,4 camas
Quarto em localização ideal,Quarto em Jurunas,800.0,8800.0,5.0,7,-1.4678250887705733,-48.48771334152697,1 cama,
Apto. Cop30 Paris,Apartamento ⋅ Marco,2975.61,32731.710000000003,0.0,0,-1.42581,-48.46453,2 quartos,3 camas
Apartamento em Belém,Apartamento ⋅ Batista Campos,6162.36,67785.95999999999,0.0,0,-1.4614,-48.4907,3 quartos,4 camas
"Lindo Apart. de 2/4 com suíte, Período Cop 30",Apartamento ⋅ Belém,3074.78,33822.58,0.0,0,-1.4592,-48.4754,2 quartos,3 camas
